"00f4043b","14:6b:9c:f4:04:3b","Fri Apr 21 14:22:24 2023","54:f2:94:0f:71:ba","1.9","-46"
"00f4043a","14:6b:9c:f4:04:3a","Fri Apr 21 14:22:24 2023","54:f2:94:0f:71:ba","2.1","-47"
"00f4040b","14:6b:9c:f4:04:0b","Fri Apr 21 14:22:25 2023","54:f2:94:0f:71:ba","1.6","-44"
"00f4043b","14:6b:9c:f4:04:3b","Fri Apr 21 14:22:26 2023","54:f2:94:0f:71:ba","1.9","-46"
"00f4043a","14:6b:9c:f4:04:3a","Fri Apr 21 14:22:26 2023","54:f2:94:0f:71:ba","2.3","-48"
"00f4040b","14:6b:9c:f4:04:0b","Fri Apr 21 14:22:27 2023","54:f2:94:0f:71:ba","3.0","-51"
"00f4043b","14:6b:9c:f4:04:3b","Fri Apr 21 14:22:28 2023","54:f2:94:0f:71:ba","3.9","-54"
"00f4043a","14:6b:9c:f4:04:3a","Fri Apr 21 14:22:28 2023","54:f2:94:0f:71:ba","3.0","-51"
"00f4040b","14:6b:9c:f4:04:0b","Fri Apr 21 14:22:29 2023","54:f2:94:0f:71:ba","1.4","-42"
"00f4043b","14:6b:9c:f4:04:3b","Fri Apr 21 14:22:30 2023","54:f2:94:0f:71:ba","1.9","-46"
"00f4043a","14:6b:9c:f4:04:3a","Fri Apr 21 14:22:31 2023","54:f2:94:0f:71:ba","5.5","-58"
"00f4040b","14:6b:9c:f4:04:0b","Fri Apr 21 14:22:31 2023","54:f2:94:0f:71:ba","1.4","-42"
"00f4043a","14:6b:9c:f4:04:3a","Fri Apr 21 14:22:33 2023","54:f2:94:0f:71:ba","5.5","-58"
"00f4040b","14:6b:9c:f4:04:0b","Fri Apr 21 14:22:33 2023","54:f2:94:0f:71:ba","1.9","-46"
"00f4043b","14:6b:9c:f4:04:3b","Fri Apr 21 14:22:34 2023","54:f2:94:0f:71:ba","3.5","-53"
"00f4040b","14:6b:9c:f4:04:0b","Fri Apr 21 14:22:35 2023","54:f2:94:0f:71:ba","2.7","-50"
"00f4043b","14:6b:9c:f4:04:3b","Fri Apr 21 14:22:36 2023","54:f2:94:0f:71:ba","2.7","-50"
"00f4043a","14:6b:9c:f4:04:3a","Fri Apr 21 14:22:37 2023","54:f2:94:0f:71:ba","4.6","-56"
"00f4040b","14:6b:9c:f4:04:0b","Fri Apr 21 14:22:37 2023","54:f2:94:0f:71:ba","2.7","-50"
"00f4043b","14:6b:9c:f4:04:3b","Fri Apr 21 14:22:38 2023","54:f2:94:0f:71:ba","1.0","-35"
"00f4043a","14:6b:9c:f4:04:3a","Fri Apr 21 14:22:39 2023","54:f2:94:0f:71:ba","4.2","-55"
"00f4043b","14:6b:9c:f4:04:3b","Fri Apr 21 14:22:40 2023","54:f2:94:0f:71:ba","1.0","-38"
"00f4043a","14:6b:9c:f4:04:3a","Fri Apr 21 14:22:41 2023","54:f2:94:0f:71:ba","4.2","-55"
"00f4040b","14:6b:9c:f4:04:0b","Fri Apr 21 14:22:41 2023","54:f2:94:0f:71:ba","1.6","-44"
"00f4043b","14:6b:9c:f4:04:3b","Fri Apr 21 14:22:42 2023","54:f2:94:0f:71:ba","1.0","-38"
"00f4043a","14:6b:9c:f4:04:3a","Fri Apr 21 14:22:43 2023","54:f2:94:0f:71:ba","2.7","-50"
"00f4040b","14:6b:9c:f4:04:0b","Fri Apr 21 14:22:43 2023","54:f2:94:0f:71:ba","1.5","-43"
"00f4043b","14:6b:9c:f4:04:3b","Fri Apr 21 14:22:44 2023","54:f2:94:0f:71:ba","1.4","-42"
"00f4043a","14:6b:9c:f4:04:3a","Fri Apr 21 14:22:45 2023","54:f2:94:0f:71:ba","2.7","-50"
"00f4040b","14:6b:9c:f4:04:0b","Fri Apr 21 14:22:45 2023","54:f2:94:0f:71:ba","2.3","-48"
"00f4043b","14:6b:9c:f4:04:3b","Fri Apr 21 14:22:46 2023","54:f2:94:0f:71:ba","3.0","-51"
"00f4043a","14:6b:9c:f4:04:3a","Fri Apr 21 14:22:47 2023","54:f2:94:0f:71:ba","5.5","-58"
"00f4040b","14:6b:9c:f4:04:0b","Fri Apr 21 14:22:47 2023","54:f2:94:0f:71:ba","2.3","-48"
"00f4043a","14:6b:9c:f4:04:3a","Fri Apr 21 14:22:49 2023","54:f2:94:0f:71:ba","5.5","-58"
"00f4040b","14:6b:9c:f4:04:0b","Fri Apr 21 14:22:49 2023","54:f2:94:0f:71:ba","2.3","-48"
"00f4040b","14:6b:9c:f4:04:0b","Fri Apr 21 14:22:51 2023","54:f2:94:0f:71:ba","3.0","-51"
"00f4043a","14:6b:9c:f4:04:3a","Fri Apr 21 14:22:53 2023","54:f2:94:0f:71:ba","2.1","-47"
"00f4040b","14:6b:9c:f4:04:0b","Fri Apr 21 14:22:53 2023","54:f2:94:0f:71:ba","3.0","-51"
